Longitude,Latitude,Year_final,Lake_area_calculated_ha,Elevation_m,Lake_type_simplified,is_supraglacial,glacier_area_ha,slope_glac_to_lake,glacier_contact,glacier_touch_count,nearest_glacier_dist_m,glacier_elev_m,5y_expansion_rate,10y_expansion_rate,GLOF
77.613,33.617,2014,41.80403879309199,5411,moraine,0,617.9301125815533,0.0,1,13,0.0,5836.0,6.566203405225679,,1
79.846,42.207,2015,58.54594617224758,3269,ice,0,311.3018513834968,0.0,1,4,0.0,4448.0,5.814747974871493,,1
86.586,27.874,2015,240.85642563863465,4368,moraine,0,1211.6013839271177,0.0,1,5,0.0,6519.0,40.3920329435325,46.48818333990515,1
86.891,27.906,2015,45.874527376079726,4960,ice,1,1912.58710047208,0.0,1,5,0.0,5878.0,3.333893170094492,5.413156303953774,1
89.58,28.07,2015,5.625828590637876,4284,moraine,0,841.8661642368787,0.0,1,2,0.0,4946.0,0.0475417925713186,0.1109299561222359,1
74.666,35.997,2015,72.30022551433073,3886,other,0,1441.3448211446407,0.0,1,7,0.0,4981.0,13.980444577399911,,1
71.775,36.22,2015,5.287797776593397,4060,other,0,1990.970770397491,0.0,1,3,0.0,5108.0,0.7678096040947717,,1
71.898,36.174,2015,1.3048325309054092,4313,other,0,78.39424811685454,0.0,1,3,0.0,4591.0,0.2029722428206151,,1
94.253,30.737,2015,49.08252487707486,5045,ice,1,38.491701411148654,0.0,1,4,0.0,5418.0,-5.710667001652351,4.0903817886827785,1
77.193,35.677,2015,52.38215161562131,4779,ice,0,27626.56738116892,0.0,1,3,0.0,5653.0,10.22839486521289,,1
76.847,43.007,2015,19.63925625805924,3515,moraine,0,568.0091106001705,0.0,1,3,0.0,3931.0,-4.649622132205051,,1
74.54,42.528,2015,105.6070139675213,3627,moraine,0,301.8810837243457,0.0,1,3,0.0,4064.0,10.568890194074488,,1
82.2,30.31,2015,29.846888068606873,5530,moraine,0,3244.378446243112,0.0,1,5,0.0,6035.0,-3.1480348434740506,2.604825288584159,1
87.896,27.943,2015,68.39632434283155,5493,moraine,0,5104.192419785461,0.0,1,4,0.0,5687.0,-0.7776073984462044,0.7178283156572121,1
79.846,42.207,2016,293.0980834333344,3269,ice,0,493.547497278378,0.0,1,8,0.0,4448.0,36.85279721255178,,1
74.004,36.784,2016,0.8629866216640066,3363,ice,0,2288.1245631193424,0.0,1,2,0.0,4476.0,0.0431281006566769,,1
86.891,27.906,2016,50.63652609478478,4960,ice,1,1912.58710047208,0.0,1,5,0.0,5878.0,3.5244235904752386,3.762508833770273,1
77.193,35.677,2016,52.09033256213909,4779,ice,0,27626.56738116892,0.0,1,3,0.0,5653.0,10.170031054516446,,1
86.064,28.078,2016,46.97598371532999,4608,moraine,0,1702.383622773496,0.0,1,10,0.0,5302.0,2.992552733965893,1.3443793080103874,1
77.193,35.677,2016,52.09033256213909,4779,ice,0,27626.56738116892,0.0,1,3,0.0,5653.0,10.170031054516446,,1
87.139,27.813,2017,56.5415149879333,4793,moraine,0,956.341501584254,0.0,1,4,0.0,5267.0,10.545789891948871,8.227127881099213,1
79.846,42.207,2017,288.165018877718,3269,ice,0,413.9754463270959,0.0,1,6,0.0,4448.0,39.258814682799766,56.595207847896134,1
86.811,27.989,2017,28.70892088315636,5212,ice,1,15584.829400858824,0.0,1,5,0.0,5399.0,3.743681279251604,3.886403149372076,1
75.479,36.342,2017,6.797266876391491,3475,ice,0,12114.925020240147,0.4709387316088364,0,0,1006.500353837336,4744.0,0.6070649510225434,,1
76.733,34.588,2017,19.587741210502937,5117,other,0,3.941165671661519,0.0,1,1,0.0,5049.0,3.607120519249734,,1
74.7,42.4,2017,5.3045697684676805,3835,moraine,0,149.1353804666383,0.0,1,2,0.0,3770.0,-15.65962270984564,,1
77.193,35.677,2017,14.371834266288213,4779,ice,0,27626.56738116892,0.0,1,3,0.0,5653.0,2.3783186152775797,,1
75.479,36.342,2018,8.677971344568109,3475,ice,0,16.418900058028726,0.6251320057192151,0,0,1186.9493054452205,5695.0,1.070019751189432,,1
75.479,36.342,2018,8.677971344568109,3475,ice,0,16.418900058028726,0.6251320057192151,0,0,1186.9493054452205,5695.0,1.070019751189432,,1
75.479,36.342,2018,8.677971344568109,3475,ice,0,16.418900058028726,0.6251320057192151,0,0,1186.9493054452205,5695.0,1.070019751189432,,1
